Ca_mV,N_mV,temp,K,K_mV,EC,N,time,pH,Ca,
-248.0,295.0,0.0,587.0,415.0,138.63,321.37,2015-04-02 12:34:34.766000,322.95,246.89,
-249.0,295.0,0.0,587.63,416.0,138.63,321.37,2015-04-02 12:34:35.771000,320.95,245.95,
-249.0,295.0,0.0,587.63,416.0,138.63,321.37,2015-04-02 12:34:36.790000,320.95,245.95,
-249.0,297.0,0.0,587.42,416.0,138.37,323.63,2015-04-02 12:34:37.970000,320.95,246.05,
-249.0,297.0,0.0,587.42,416.0,136.63,323.63,2015-04-02 12:34:38.983000,320.95,246.11,
-249.0,297.0,0.0,587.42,416.0,136.63,323.63,2015-04-02 12:34:39.997000,320.95,246.11,
-249.0,297.0,0.0,585.58,414.0,136.63,323.74,2015-04-02 12:34:41.002000,319.11,246.21,
-249.0,296.0,0.0,586.58,415.0,136.63,322.42,2015-04-02 12:34:42.015000,319.11,246.32,
-248.0,296.0,0.0,586.58,415.0,136.63,322.42,2015-04-02 12:34:43.029000,320.0,247.05,
-248.0,296.0,0.0,586.58,415.0,137.42,322.42,2015-04-02 12:34:44.224000,320.0,247.05,
-248.0,295.0,0.0,586.68,415.0,138.63,322.11,2015-04-02 12:34:45.237000,320.0,247.0,
-248.0,295.0,0.0,586.68,415.0,138.79,322.11,2015-04-02 12:34:46.243000,324.79,247.0,
-248.0,298.0,0.0,586.68,415.0,138.79,324.37,2015-04-02 12:34:47.248000,324.84,246.74,
-249.0,295.0,0.0,586.68,415.0,138.79,322.11,2015-04-02 12:34:48.252000,324.84,246.58,
-249.0,295.0,0.0,586.68,415.0,138.74,322.11,2015-04-02 12:34:49.258000,324.84,246.53,
-249.0,297.0,0.0,585.26,414.0,137.42,323.21,2015-04-02 12:34:50.470000,325.37,246.53,
-249.0,297.0,0.0,585.26,414.0,137.37,323.21,2015-04-02 12:34:51.483000,322.16,246.42,
-249.0,295.0,0.0,585.26,414.0,136.84,322.16,2015-04-02 12:34:52.497000,320.37,246.16,
-249.0,295.0,0.0,585.26,414.0,136.84,322.16,2015-04-02 12:34:53.502000,322.0,246.16,
-249.0,295.0,0.0,585.26,414.0,136.84,322.16,2015-04-02 12:34:54.515000,322.0,246.47,
-249.0,295.0,0.0,585.11,414.0,136.68,322.16,2015-04-02 12:34:55.520000,322.0,246.47,
-249.0,295.0,0.0,585.11,414.0,136.68,322.16,2015-04-02 12:34:56.715000,322.0,246.47,
-249.0,295.0,0.0,587.89,416.0,138.05,321.79,2015-04-02 12:34:57.729000,322.0,246.47,
-248.0,297.0,0.0,587.89,416.0,137.16,323.37,2015-04-02 12:34:58.734000,322.0,246.68,
-248.0,297.0,0.0,587.68,416.0,137.16,323.37,2015-04-02 12:34:59.738000,322.0,246.68,
-248.0,297.0,0.0,587.68,416.0,137.16,323.79,2015-04-02 12:35:00.744000,319.32,246.68,
-248.0,297.0,0.0,587.68,416.0,137.32,324.11,2015-04-02 12:35:01.749000,321.89,246.68,
-248.0,298.0,0.0,585.47,414.0,137.16,324.26,2015-04-02 12:35:02.996000,321.89,246.68,
-249.0,298.0,0.0,585.47,414.0,137.32,324.26,2015-04-02 12:35:04.014000,321.05,246.47,
-249.0,298.0,0.0,585.47,414.0,137.32,324.26,2015-04-02 12:35:05.018000,321.05,246.47,
-249.0,296.0,0.0,585.47,414.0,137.32,322.68,2015-04-02 12:35:06.037000,321.89,246.47,
-249.0,296.0,0.0,585.47,414.0,135.21,322.68,2015-04-02 12:35:07.043000,321.05,246.47,
-248.0,296.0,0.0,584.95,413.0,135.21,322.68,2015-04-02 12:35:08.055000,321.05,246.63,
-248.0,296.0,0.0,584.95,413.0,135.21,322.68,2015-04-02 12:35:09.254000,319.95,246.63,
-248.0,296.0,0.0,584.95,413.0,135.21,322.68,2015-04-02 12:35:10.267000,319.95,246.63,
-248.0,296.0,0.0,585.95,414.0,133.95,322.79,2015-04-02 12:35:11.272000,319.95,246.63,
-248.0,296.0,0.0,585.95,414.0,133.95,323.16,2015-04-02 12:35:12.284000,319.95,246.63,
-249.0,296.0,0.0,587.74,416.0,135.68,323.0,2015-04-02 12:35:13.290000,319.95,246.53,
-248.0,297.0,0.0,588.11,416.0,135.68,324.21,2015-04-02 12:35:14.295000,318.47,246.79,
-248.0,297.0,0.0,588.11,416.0,135.68,324.21,2015-04-02 12:35:15.534000,318.47,246.79,
-248.0,296.0,0.0,590.26,419.0,136.53,323.0,2015-04-02 12:35:16.547000,318.47,246.95,
-248.0,296.0,0.0,590.26,419.0,136.53,323.0,2015-04-02 12:35:17.553000,320.89,246.95,
-248.0,297.0,0.0,590.26,419.0,136.53,324.05,2015-04-02 12:35:18.558000,320.89,246.95,
-249.0,295.0,0.0,585.42,414.0,138.11,321.63,2015-04-02 12:35:19.562000,320.89,246.53,
-249.0,295.0,0.0,585.42,414.0,138.11,321.63,2015-04-02 12:35:20.567000,320.89,246.53,
-249.0,295.0,0.0,585.42,414.0,138.11,321.63,2015-04-02 12:35:21.815000,320.89,246.0,
-249.0,295.0,0.0,587.58,416.0,138.11,321.63,2015-04-02 12:35:22.829000,320.21,246.0,
-249.0,295.0,0.0,587.58,416.0,138.11,321.63,2015-04-02 12:35:23.835000,320.21,246.11,
-249.0,295.0,0.0,587.58,416.0,136.63,321.79,2015-04-02 12:35:24.848000,320.21,246.11,
-249.0,296.0,0.0,587.58,416.0,136.63,323.05,2015-04-02 12:35:25.860000,320.21,246.11,
-249.0,296.0,0.0,588.11,416.0,136.63,323.05,2015-04-02 12:35:26.865000,320.21,246.11,
-249.0,296.0,0.0,585.05,413.0,137.05,323.05,2015-04-02 12:35:28.097000,323.05,246.42,
-249.0,296.0,0.0,585.05,413.0,137.05,323.05,2015-04-02 12:35:29.106000,323.05,246.42,
-249.0,296.0,0.0,588.05,416.0,138.0,323.05,2015-04-02 12:35:30.113000,323.05,246.42,
-249.0,296.0,0.0,588.0,416.0,138.0,323.11,2015-04-02 12:35:31.119000,321.58,246.26,
-249.0,296.0,0.0,587.0,415.0,137.05,323.11,2015-04-02 12:35:32.124000,321.58,246.26,
-249.0,296.0,0.0,587.0,415.0,137.05,323.11,2015-04-02 12:35:33.178000,319.84,245.95,
-249.0,296.0,0.0,587.0,415.0,137.05,323.11,2015-04-02 12:35:34.183000,319.84,245.95,
-249.0,296.0,0.0,586.42,415.0,137.05,323.11,2015-04-02 12:35:35.190000,319.84,245.95,
-249.0,296.0,0.0,586.42,415.0,137.05,322.21,2015-04-02 12:35:36.196000,319.84,246.0,
-249.0,296.0,0.0,586.05,414.0,137.42,322.21,2015-04-02 12:35:37.201000,319.84,246.0,
-248.0,296.0,0.0,586.05,414.0,137.42,322.21,2015-04-02 12:35:38.206000,319.37,246.68,
-248.0,296.0,0.0,586.05,414.0,137.42,322.21,2015-04-02 12:35:39.211000,319.37,246.68,
-248.0,295.0,0.0,586.05,414.0,137.42,321.84,2015-04-02 12:35:40.217000,319.37,246.68,
-248.0,295.0,0.0,586.05,414.0,137.42,321.84,2015-04-02 12:35:41.222000,319.37,246.68,
-248.0,296.0,0.0,586.42,415.0,137.89,323.05,2015-04-02 12:35:42.226000,319.37,246.68,
-249.0,296.0,0.0,586.42,415.0,137.89,323.05,2015-04-02 12:35:43.229000,320.37,246.37,
-249.0,296.0,0.0,586.42,415.0,137.89,323.05,2015-04-02 12:35:44.235000,320.37,246.37,
-248.0,296.0,0.0,586.58,415.0,136.74,323.05,2015-04-02 12:35:45.240000,320.37,246.89,
-249.0,297.0,0.0,586.26,415.0,136.74,323.42,2015-04-02 12:35:46.246000,320.37,246.37,
-249.0,297.0,0.0,586.26,415.0,136.74,323.42,2015-04-02 12:35:47.250000,320.37,246.11,
-249.0,297.0,0.0,586.68,415.0,136.74,323.42,2015-04-02 12:35:48.254000,319.68,246.11,
-249.0,297.0,0.0,586.68,415.0,136.74,323.53,2015-04-02 12:35:49.258000,319.68,246.11,
-249.0,297.0,0.0,586.26,415.0,138.79,323.53,2015-04-02 12:35:50.264000,321.16,246.0,
-249.0,295.0,0.0,586.68,415.0,138.68,321.95,2015-04-02 12:35:51.270000,321.16,246.0,
-249.0,297.0,0.0,586.84,415.0,138.68,323.53,2015-04-02 12:35:52.275000,321.16,246.0,
-249.0,297.0,0.0,585.95,414.0,138.68,323.84,2015-04-02 12:35:53.280000,321.16,246.0,
-249.0,296.0,0.0,585.95,414.0,138.68,323.05,2015-04-02 12:35:54.286000,321.16,246.47,
-249.0,296.0,0.0,586.37,415.0,137.89,323.05,2015-04-02 12:35:55.292000,318.95,246.47,
-249.0,296.0,0.0,586.37,415.0,137.89,323.05,2015-04-02 12:35:56.295000,318.95,246.47,
-249.0,296.0,0.0,586.37,415.0,137.89,322.53,2015-04-02 12:35:57.301000,318.95,246.47,
-249.0,296.0,0.0,586.37,415.0,137.89,322.53,2015-04-02 12:35:58.314000,322.58,246.47,
-249.0,296.0,0.0,586.37,415.0,137.89,322.53,2015-04-02 12:35:59.319000,322.58,246.16,
-249.0,296.0,0.0,586.63,415.0,137.95,322.53,2015-04-02 12:36:00.324000,322.58,246.42,
-249.0,296.0,0.0,586.63,415.0,137.95,322.53,2015-04-02 12:36:01.329000,322.58,246.42,
-249.0,295.0,0.0,586.63,415.0,137.95,321.42,2015-04-02 12:36:02.335000,322.58,246.42,
-249.0,295.0,0.0,586.63,415.0,141.21,321.42,2015-04-02 12:36:03.341000,324.37,246.11,
-249.0,295.0,0.0,586.63,415.0,141.21,321.42,2015-04-02 12:36:04.346000,324.37,246.11,
-249.0,295.0,0.0,585.63,414.0,141.21,321.79,2015-04-02 12:36:05.351000,324.37,246.11,
-249.0,295.0,0.0,585.63,414.0,139.79,321.79,2015-04-02 12:36:06.357000,324.0,246.05,
-249.0,296.0,0.0,585.63,414.0,136.68,322.32,2015-04-02 12:36:07.362000,324.0,246.05,
-249.0,296.0,0.0,587.37,416.0,136.0,322.32,2015-04-02 12:36:08.396000,322.37,246.11,
-249.0,296.0,0.0,587.37,416.0,136.0,323.0,2015-04-02 12:36:09.402000,322.37,246.11,
-249.0,297.0,0.0,587.37,416.0,136.68,324.05,2015-04-02 12:36:10.408000,322.37,246.11,
-249.0,297.0,0.0,587.37,416.0,136.68,324.05,2015-04-02 12:36:11.413000,322.37,246.11,
-249.0,296.0,0.0,587.79,416.0,137.53,323.0,2015-04-02 12:36:12.417000,322.37,246.11,
-249.0,295.0,0.0,587.79,416.0,137.53,321.26,2015-04-02 12:36:13.452000,320.79,246.32,
-249.0,295.0,0.0,587.79,416.0,137.53,321.26,2015-04-02 12:36:14.467000,320.79,246.05,
-249.0,295.0,0.0,587.79,416.0,135.16,321.26,2015-04-02 12:36:15.489000,320.79,246.21,
-249.0,295.0,0.0,587.79,416.0,135.16,321.26,2015-04-02 12:36:16.503000,320.79,246.21,
-249.0,294.0,0.0,588.11,416.0,135.16,320.79,2015-04-02 12:36:17.509000,320.79,246.21,
-249.0,296.0,0.0,589.58,418.0,134.58,322.68,2015-04-02 12:36:18.514000,324.53,246.21,
-249.0,296.0,0.0,589.58,418.0,134.58,322.68,2015-04-02 12:36:19.770000,324.53,246.53,
-249.0,296.0,0.0,589.58,418.0,134.58,322.63,2015-04-02 12:36:20.789000,324.53,246.53,
-248.0,296.0,0.0,587.63,416.0,134.58,322.63,2015-04-02 12:36:21.795000,318.79,247.0,
-249.0,296.0,0.0,587.63,416.0,134.58,322.63,2015-04-02 12:36:22.801000,318.79,246.53,
-249.0,296.0,0.0,586.74,415.0,137.16,322.63,2015-04-02 12:36:23.806000,318.79,246.47,
-249.0,296.0,0.0,586.74,415.0,137.16,322.63,2015-04-02 12:36:24.811000,318.63,246.26,
-249.0,297.0,0.0,586.74,415.0,137.16,323.21,2015-04-02 12:36:25.816000,318.63,246.26,
-249.0,297.0,0.0,586.74,415.0,137.16,323.42,2015-04-02 12:36:26.822000,321.89,246.26,
-249.0,297.0,0.0,586.74,415.0,137.16,323.42,2015-04-02 12:36:27.827000,321.89,246.26,
-248.0,297.0,0.0,585.58,414.0,137.11,323.21,2015-04-02 12:36:28.832000,321.89,246.74,
-248.0,297.0,0.0,585.58,414.0,137.11,323.21,2015-04-02 12:36:29.858000,321.89,246.74,
-249.0,297.0,0.0,585.58,414.0,137.11,324.0,2015-04-02 12:36:30.864000,321.89,246.42,
-249.0,296.0,0.0,585.58,414.0,136.74,322.37,2015-04-02 12:36:31.869000,320.05,246.42,
-249.0,296.0,0.0,585.58,414.0,136.74,322.37,2015-04-02 12:36:32.874000,320.05,246.32,
-249.0,297.0,0.0,586.58,415.0,136.74,324.0,2015-04-02 12:36:33.879000,320.05,246.32,
-249.0,298.0,0.0,586.58,415.0,136.74,324.42,2015-04-02 12:36:34.897000,321.89,246.42,
-249.0,298.0,0.0,588.37,417.0,136.74,324.42,2015-04-02 12:36:35.913000,321.89,246.32,
-249.0,298.0,0.0,586.58,415.0,136.53,324.42,2015-04-02 12:36:36.919000,321.89,246.32,
-249.0,298.0,0.0,586.58,415.0,136.53,324.42,2015-04-02 12:36:37.925000,319.0,246.42,
-249.0,295.0,0.0,586.89,415.0,136.53,321.63,2015-04-02 12:36:38.929000,319.0,246.26,
-249.0,295.0,0.0,586.89,415.0,136.53,321.58,2015-04-02 12:36:40.003000,319.0,246.26,
-249.0,295.0,0.0,584.74,413.0,137.74,321.58,2015-04-02 12:36:41.018000,321.89,246.37,
-249.0,295.0,0.0,586.89,415.0,137.74,321.63,2015-04-02 12:36:42.023000,321.89,246.42,
-249.0,295.0,0.0,586.89,415.0,137.74,321.63,2015-04-02 12:36:43.028000,324.0,246.37,
-249.0,295.0,0.0,587.32,416.0,137.74,321.58,2015-04-02 12:36:44.033000,324.37,246.42,
-249.0,296.0,0.0,587.53,416.0,137.74,322.68,2015-04-02 12:36:45.091000,324.37,246.42,
-249.0,296.0,0.0,587.53,416.0,136.79,322.68,2015-04-02 12:36:46.098000,321.58,246.11,
-249.0,294.0,0.0,587.32,416.0,142.0,320.84,2015-04-02 12:36:49.109000,329.0,245.79,
-249.0,294.0,0.0,585.42,414.0,141.68,320.42,2015-04-02 12:36:50.179000,329.0,246.53,
-249.0,294.0,0.0,585.42,414.0,138.32,320.16,2015-04-02 12:36:51.186000,323.16,245.79,
-249.0,294.0,0.0,585.42,414.0,138.32,320.16,2015-04-02 12:36:52.191000,323.16,245.79,
-249.0,294.0,0.0,584.32,413.0,137.74,320.16,2015-04-02 12:36:53.197000,322.53,245.84,
-249.0,294.0,0.0,584.32,413.0,137.74,320.42,2015-04-02 12:36:54.202000,321.79,245.89,
-249.0,294.0,0.0,584.32,413.0,137.47,320.42,2015-04-02 12:36:55.264000,321.37,245.84,
-249.0,294.0,0.0,584.32,413.0,137.47,320.42,2015-04-02 12:36:56.272000,322.53,245.89,
-249.0,294.0,0.0,584.32,413.0,137.47,320.95,2015-04-02 12:36:57.277000,322.53,245.89,
-249.0,294.0,0.0,585.21,414.0,137.47,320.95,2015-04-02 12:36:58.282000,324.84,245.89,
-249.0,294.0,0.0,585.21,414.0,137.47,320.95,2015-04-02 12:36:59.287000,324.84,245.95,
-249.0,297.0,0.0,585.21,414.0,136.37,323.79,2015-04-02 12:37:00.379000,324.84,245.95,
-249.0,297.0,0.0,585.21,414.0,136.37,323.79,2015-04-02 12:37:01.386000,321.58,245.95,
-249.0,297.0,0.0,585.21,414.0,136.37,323.79,2015-04-02 12:37:02.391000,321.58,246.0,
-249.0,296.0,0.0,584.16,413.0,136.37,322.21,2015-04-02 12:37:03.396000,321.58,246.0,
-249.0,296.0,0.0,584.16,413.0,136.26,322.21,2015-04-02 12:37:04.402000,321.58,246.16,
-249.0,296.0,0.0,584.74,413.0,136.26,322.21,2015-04-02 12:37:05.434000,321.58,246.16,
-249.0,296.0,0.0,584.74,413.0,136.05,322.21,2015-04-02 12:37:06.439000,320.42,246.16,
-249.0,295.0,0.0,584.74,413.0,136.05,321.63,2015-04-02 12:37:07.444000,320.42,246.58,
-248.0,297.0,0.0,585.11,414.0,136.05,323.68,2015-04-02 12:37:08.450000,320.42,246.63,
-249.0,297.0,0.0,585.11,414.0,136.05,323.68,2015-04-02 12:37:09.455000,321.37,246.58,
-249.0,297.0,0.0,585.11,414.0,136.05,324.05,2015-04-02 12:37:10.532000,321.37,246.58,
-249.0,297.0,0.0,585.11,414.0,135.74,324.05,2015-04-02 12:37:11.537000,321.37,246.26,
-249.0,297.0,0.0,585.11,414.0,135.74,324.05,2015-04-02 12:37:12.543000,321.37,246.26,
-249.0,297.0,0.0,586.95,415.0,134.16,323.79,2015-04-02 12:37:13.548000,321.37,246.26,
-248.0,295.0,0.0,586.95,415.0,133.95,321.84,2015-04-02 12:37:14.553000,320.53,246.63,
-248.0,295.0,0.0,586.95,415.0,135.74,321.84,2015-04-02 12:37:15.606000,320.53,246.74,
-248.0,294.0,0.0,586.95,415.0,136.37,321.11,2015-04-02 12:37:16.612000,320.53,246.74,
-248.0,294.0,0.0,586.95,415.0,136.37,321.11,2015-04-02 12:37:17.617000,320.53,246.63,
-249.0,294.0,0.0,586.53,415.0,136.37,321.11,2015-04-02 12:37:18.623000,320.53,246.58,
-249.0,296.0,0.0,586.53,415.0,136.37,322.26,2015-04-02 12:37:19.627000,321.68,246.47,
-249.0,296.0,0.0,586.53,415.0,137.0,322.26,2015-04-02 12:37:20.671000,321.68,246.32,
-249.0,296.0,0.0,584.95,413.0,137.0,322.84,2015-04-02 12:37:21.677000,321.68,246.32,
-249.0,296.0,0.0,584.95,413.0,136.42,322.84,2015-04-02 12:37:22.682000,319.68,246.32,
-249.0,296.0,0.0,584.95,413.0,136.53,322.84,2015-04-02 12:37:23.687000,319.68,246.32,
-249.0,296.0,0.0,586.21,415.0,136.53,322.32,2015-04-02 12:37:24.693000,319.68,246.32,
-249.0,296.0,0.0,586.21,415.0,136.42,322.32,2015-04-02 12:37:25.767000,319.68,246.11,
-249.0,294.0,0.0,586.79,415.0,136.42,320.53,2015-04-02 12:37:26.794000,319.68,246.11,
-249.0,296.0,0.0,586.79,415.0,136.53,322.32,2015-04-02 12:37:27.800000,320.89,246.11,
-249.0,296.0,0.0,586.79,415.0,136.26,322.58,2015-04-02 12:37:28.805000,320.89,246.11,
-249.0,296.0,0.0,585.58,414.0,136.26,322.58,2015-04-02 12:37:29.810000,319.0,246.11,
-249.0,296.0,0.0,585.58,414.0,135.84,322.58,2015-04-02 12:37:30.956000,319.0,246.05,
-249.0,296.0,0.0,585.58,414.0,135.84,322.58,2015-04-02 12:37:31.963000,320.16,246.05,
-249.0,296.0,0.0,585.58,414.0,135.84,322.32,2015-04-02 12:37:32.968000,320.16,246.05,
-249.0,296.0,0.0,585.21,414.0,137.47,322.32,2015-04-02 12:37:33.974000,320.16,246.05,
-249.0,297.0,0.0,585.21,414.0,137.47,323.47,2015-04-02 12:37:34.978000,320.16,246.05,
-249.0,297.0,0.0,585.16,414.0,137.63,323.84,2015-04-02 12:37:35.998000,320.84,246.05,
-249.0,297.0,0.0,585.16,414.0,137.63,323.84,2015-04-02 12:37:37.006000,322.79,245.63,
-249.0,297.0,0.0,585.16,414.0,138.0,323.84,2015-04-02 12:37:38.011000,322.79,245.63,
-249.0,297.0,0.0,585.16,414.0,138.0,323.84,2015-04-02 12:37:39.017000,324.0,245.63,
-249.0,297.0,0.0,585.16,414.0,138.0,323.84,2015-04-02 12:37:40.022000,324.0,246.37,
-249.0,297.0,0.0,584.47,413.0,134.95,323.84,2015-04-02 12:37:41.116000,324.0,246.37,
-249.0,297.0,0.0,584.47,413.0,134.95,323.84,2015-04-02 12:37:42.123000,318.11,246.37,
-249.0,297.0,0.0,584.47,413.0,134.32,323.84,2015-04-02 12:37:43.129000,317.0,246.32,
-249.0,295.0,0.0,586.47,415.0,134.32,321.74,2015-04-02 12:37:44.134000,317.0,246.32,
-249.0,295.0,0.0,586.47,415.0,135.05,321.74,2015-04-02 12:37:45.138000,317.0,246.32,
-249.0,295.0,0.0,587.05,415.0,135.37,321.74,2015-04-02 12:37:46.266000,317.0,246.32,
-249.0,295.0,0.0,587.05,415.0,135.37,321.74,2015-04-02 12:37:47.273000,317.16,246.32,
-249.0,296.0,0.0,587.05,415.0,138.32,322.95,2015-04-02 12:37:48.278000,318.0,246.16,
-249.0,296.0,0.0,587.05,415.0,138.32,322.95,2015-04-02 12:37:49.282000,318.0,246.16,
-249.0,294.0,0.0,587.05,415.0,136.42,320.58,2015-04-02 12:37:50.287000,322.79,246.0,
-249.0,294.0,0.0,585.21,414.0,136.53,320.58,2015-04-02 12:37:51.366000,322.79,246.16,
-249.0,294.0,0.0,585.21,414.0,136.42,320.58,2015-04-02 12:37:52.370000,322.79,246.16,
-249.0,294.0,0.0,585.21,414.0,136.42,320.58,2015-04-02 12:37:53.376000,322.79,246.37,
-248.0,295.0,0.0,585.89,414.0,136.53,321.89,2015-04-02 12:37:54.380000,322.79,246.68,
-248.0,296.0,0.0,585.89,414.0,136.53,322.74,2015-04-02 12:37:55.386000,319.63,246.68,
-249.0,296.0,0.0,585.89,414.0,135.74,322.74,2015-04-02 12:37:56.418000,315.68,246.0,
-249.0,296.0,0.0,585.89,414.0,137.37,322.74,2015-04-02 12:37:57.424000,322.0,246.05,
-249.0,295.0,0.0,585.89,414.0,137.37,321.89,2015-04-02 12:37:58.428000,322.0,246.0,
-249.0,297.0,0.0,587.32,416.0,136.74,323.21,2015-04-02 12:37:59.433000,322.0,245.89,
-249.0,297.0,0.0,587.32,416.0,136.74,323.21,2015-04-02 12:38:00.438000,322.0,245.89,
-249.0,297.0,0.0,587.32,416.0,136.74,323.21,2015-04-02 12:38:01.480000,322.0,245.95,
-249.0,297.0,0.0,589.95,418.0,136.74,323.21,2015-04-02 12:38:02.486000,321.11,245.95,
-249.0,297.0,0.0,588.16,417.0,136.74,323.21,2015-04-02 12:38:03.491000,321.11,246.0,
-249.0,295.0,0.0,588.16,417.0,136.58,322.11,2015-04-02 12:38:04.497000,321.11,246.11,
-249.0,295.0,0.0,588.16,417.0,137.16,322.11,2015-04-02 12:38:05.502000,322.21,246.11,
-249.0,295.0,0.0,588.16,417.0,137.37,322.11,2015-04-02 12:38:06.568000,322.21,246.32,
-249.0,295.0,0.0,587.58,416.0,137.37,322.05,2015-04-02 12:38:07.577000,322.21,246.32,
-249.0,295.0,0.0,587.58,416.0,137.63,322.05,2015-04-02 12:38:08.582000,322.21,246.11,
-249.0,296.0,0.0,584.74,413.0,137.63,323.0,2015-04-02 12:38:09.588000,322.21,246.11,
-249.0,296.0,0.0,584.74,413.0,137.63,323.0,2015-04-02 12:38:10.592000,322.0,246.11,
-249.0,296.0,0.0,584.74,413.0,136.89,322.84,2015-04-02 12:38:11.714000,322.0,245.95,
-249.0,296.0,0.0,584.74,413.0,136.89,322.84,2015-04-02 12:38:12.722000,318.26,246.11,
-249.0,296.0,0.0,584.74,413.0,136.89,322.84,2015-04-02 12:38:13.727000,318.26,246.47,
-249.0,293.0,0.0,584.37,413.0,136.89,320.0,2015-04-02 12:38:14.733000,318.26,245.74,
-249.0,293.0,0.0,584.37,413.0,136.89,320.0,2015-04-02 12:38:15.737000,321.68,245.84,
-249.0,293.0,0.0,585.32,414.0,137.84,320.0,2015-04-02 12:38:17.094000,321.68,245.84,
-249.0,295.0,0.0,585.32,414.0,136.89,322.11,2015-04-02 12:38:18.099000,321.68,245.74,
-249.0,295.0,0.0,585.32,414.0,136.89,322.11,2015-04-02 12:38:19.105000,321.58,245.74,
-249.0,296.0,0.0,585.32,414.0,138.0,322.63,2015-04-02 12:38:20.110000,321.58,245.84,
-249.0,297.0,0.0,585.32,414.0,138.0,323.42,2015-04-02 12:38:21.116000,320.0,245.84,
-249.0,296.0,0.0,584.68,413.0,136.37,322.63,2015-04-02 12:38:22.206000,320.0,245.95,
-249.0,296.0,0.0,584.68,413.0,137.84,322.63,2015-04-02 12:38:23.220000,320.05,245.95,
-249.0,296.0,0.0,584.68,413.0,137.84,322.63,2015-04-02 12:38:24.226000,320.05,245.95,
-249.0,296.0,0.0,584.58,413.0,135.37,322.63,2015-04-02 12:38:25.231000,319.05,246.21,
-249.0,296.0,0.0,584.58,413.0,136.0,322.63,2015-04-02 12:38:26.236000,319.05,246.21,
-249.0,294.0,0.0,586.21,415.0,137.84,320.95,2015-04-02 12:38:27.342000,319.05,246.21,
-249.0,294.0,0.0,586.21,415.0,138.05,320.95,2015-04-02 12:38:28.349000,319.05,246.37,
-249.0,296.0,0.0,586.21,415.0,136.37,322.84,2015-04-02 12:38:29.354000,319.05,246.26,
-249.0,297.0,0.0,586.21,415.0,136.37,323.32,2015-04-02 12:38:30.360000,318.84,246.26,
-249.0,293.0,0.0,586.21,415.0,136.37,320.05,2015-04-02 12:38:31.365000,318.84,246.26,
-249.0,293.0,0.0,587.63,416.0,136.37,319.89,2015-04-02 12:38:32.432000,322.16,246.26,
-249.0,294.0,0.0,587.05,415.0,136.37,320.47,2015-04-02 12:38:33.440000,324.0,246.05,
-249.0,294.0,0.0,584.37,413.0,135.26,320.47,2015-04-02 12:38:34.445000,322.63,246.05,
-249.0,294.0,0.0,584.37,413.0,135.26,320.47,2015-04-02 12:38:35.450000,322.63,246.05,
-249.0,294.0,0.0,585.95,414.0,138.05,320.47,2015-04-02 12:38:36.455000,322.63,245.79,
-249.0,294.0,0.0,585.95,414.0,137.16,320.47,2015-04-02 12:38:37.701000,322.0,246.05,
-249.0,296.0,0.0,585.47,414.0,137.16,322.42,2015-04-02 12:38:38.708000,322.0,245.79,
-249.0,296.0,0.0,585.47,414.0,138.05,322.42,2015-04-02 12:38:39.714000,322.0,245.79,
-249.0,296.0,0.0,585.47,414.0,138.05,322.42,2015-04-02 12:38:40.720000,322.0,246.47,
-249.0,296.0,0.0,585.47,414.0,138.32,322.42,2015-04-02 12:38:41.725000,322.0,246.47,
-249.0,296.0,0.0,585.47,414.0,139.63,322.42,2015-04-02 12:38:42.825000,322.47,246.47,
-249.0,296.0,0.0,585.84,414.0,139.63,322.68,2015-04-02 12:38:43.836000,322.47,246.47,
-249.0,296.0,0.0,585.84,414.0,136.42,322.68,2015-04-02 12:38:44.842000,322.0,245.79,
-250.0,294.0,0.0,587.26,416.0,136.42,321.05,2015-04-02 12:38:45.847000,322.0,245.53,
-249.0,294.0,0.0,585.84,414.0,136.42,321.05,2015-04-02 12:38:46.853000,321.0,245.79,
-249.0,297.0,0.0,585.84,414.0,136.42,324.11,2015-04-02 12:38:47.963000,321.0,245.79,
-249.0,296.0,0.0,585.26,414.0,136.21,322.84,2015-04-02 12:38:49.004000,321.0,245.84,
-249.0,296.0,0.0,585.26,414.0,136.21,322.84,2015-04-02 12:38:50.010000,317.0,245.84,
-249.0,296.0,0.0,585.11,414.0,136.21,322.84,2015-04-02 12:38:51.014000,317.0,245.84,
-249.0,297.0,0.0,585.11,414.0,136.21,323.32,2015-04-02 12:38:52.018000,322.21,245.63,
-249.0,296.0,0.0,585.11,414.0,136.21,322.84,2015-04-02 12:38:53.036000,322.21,245.63,
-250.0,297.0,0.0,585.11,414.0,135.16,323.32,2015-04-02 12:38:54.041000,322.21,245.47,
-249.0,297.0,0.0,585.11,414.0,135.16,323.32,2015-04-02 12:38:55.045000,322.21,245.63,
-249.0,297.0,0.0,586.79,415.0,137.95,323.32,2015-04-02 12:38:56.051000,322.21,245.68,
-248.0,296.0,0.0,586.79,415.0,137.95,322.63,2015-04-02 12:38:57.055000,323.63,247.05,
-249.0,296.0,0.0,584.79,413.0,139.47,322.79,2015-04-02 12:38:58.064000,323.63,246.16,
-249.0,296.0,0.0,584.79,413.0,139.47,322.79,2015-04-02 12:38:59.069000,322.0,246.16,
-249.0,296.0,0.0,584.79,413.0,139.47,322.79,2015-04-02 12:39:00.074000,322.0,246.16,
